Price,Date,Adj Close,Close,High,Low,Open,Volume
Ticker,,EWZ,EWZ,EWZ,EWZ,EWZ,EWZ
27,2017-04-01,23.506521224975586,37.16999816894531,38.619998931884766,36.060001373291016,37.689998626708984,269739600
28,2017-05-01,22.241714477539062,35.16999816894531,40.459999084472656,31.780000686645508,37.25,582825400
29,2017-06-01,21.59033203125,34.13999938964844,35.56999969482422,32.70000076293945,35.470001220703125,358158300
30,2017-07-01,24.099506378173828,37.79999923706055,37.86000061035156,33.77000045776367,34.45000076293945,295037000
31,2017-08-01,25.502120971679688,40.0,40.56999969482422,37.4900016784668,37.84000015258789,367424900
32,2017-09-01,26.579580307006836,41.689998626708984,43.65999984741211,40.5099983215332,40.70000076293945,364723300
33,2017-10-01,25.610504150390625,40.16999816894531,44.029998779296875,39.7400016784668,41.439998626708984,408433300
34,2017-11-01,24.673309326171875,38.70000076293945,41.36000061035156,37.310001373291016,40.279998779296875,428949500
35,2017-12-01,25.789020538330078,40.45000076293945,40.83000183105469,38.119998931884766,39.099998474121094,346617400
36,2018-01-01,30.020048141479492,46.59000015258789,47.849998474121094,41.34000015258789,41.45000076293945,411627100
37,2018-02-01,29.30482292175293,45.47999954223633,47.22999954223633,41.84000015258789,46.79999923706055,379967500
38,2018-03-01,28.918224334716797,44.880001068115234,46.77000045776367,42.86000061035156,45.68000030517578,286956100
39,2018-04-01,27.255813598632812,42.29999923706055,44.81999969482422,41.5,44.689998626708984,315918800
40,2018-05-01,22.951581954956055,35.619998931884766,42.04999923706055,34.84000015258789,41.93000030517578,561227200
41,2018-06-01,20.65127182006836,32.04999923706055,36.58000183105469,30.979999542236328,36.119998931884766,861927100
42,2018-07-01,23.646379470825195,36.099998474121094,37.209999084472656,31.520000457763672,31.639999389648438,440335600
43,2018-08-01,21.255544662475586,32.45000076293945,37.650001525878906,31.3700008392334,36.099998474121094,697612700
44,2018-09-01,22.09397315979004,33.72999954223633,34.689998626708984,30.649999618530273,31.25,627770300
45,2018-10-01,26.299232482910156,40.150001525878906,41.38999938964844,33.369998931884766,33.689998626708984,982057700
46,2018-11-01,26.06997299194336,39.79999923706055,42.04999923706055,37.18000030517578,40.72999954223633,545983700
47,2018-12-01,25.02193832397461,38.20000076293945,40.7599983215332,36.22999954223633,40.68000030517578,518992400
48,2019-01-01,30.176204681396484,45.369998931884766,45.720001220703125,38.86000061035156,38.939998626708984,574826700
49,2019-02-01,28.599882125854492,43.0,45.54999923706055,42.04999923706055,45.06999969482422,520023000
50,2019-03-01,27.26301383972168,40.9900016784668,45.0,39.20000076293945,42.599998474121094,780577500
51,2019-04-01,27.529056549072266,41.38999938964844,42.7599983215332,39.5099983215332,41.84000015258789,634822200
52,2019-05-01,27.70198631286621,41.650001525878906,42.209999084472656,36.70000076293945,41.459999084472656,633116100
53,2019-06-01,29.078771591186523,43.720001220703125,44.630001068115234,41.349998474121094,42.04999923706055,570867100
54,2019-07-01,29.9743709564209,44.5,47.189998626708984,43.13999938964844,44.560001373291016,491873600
55,2019-08-01,27.610097885131836,40.9900016784668,45.290000915527344,38.5099983215332,44.650001525878906,637263600
56,2019-09-01,28.37797737121582,42.130001068115234,43.25,39.7400016784668,40.29999923706055,370429200
57,2019-10-01,30.041723251342773,44.599998474121094,45.31999969482422,40.47999954223633,41.81999969482422,559258400
58,2019-11-01,28.60700225830078,42.470001220703125,45.58000183105469,41.5,45.150001525878906,488883100
59,2019-12-01,31.961435317993164,47.45000076293945,47.70000076293945,42.81999969482422,43.06999969482422,450672200
60,2020-01-01,29.914249420166016,43.7599983215332,48.47999954223633,43.45000076293945,47.7599983215332,494988400
61,2020-02-01,26.222820281982422,38.36000061035156,45.63999938964844,36.59000015258789,44.189998626708984,608737900
62,2020-03-01,16.10556983947754,23.559999465942383,40.34000015258789,20.139999389648438,38.630001068115234,1155543500
63,2020-04-01,16.864360809326172,24.670000076293945,26.670000076293945,21.149999618530273,22.239999771118164,540904700
64,2020-05-01,18.58702850341797,27.190000534057617,27.829999923706055,21.1200008392334,23.799999237060547,606755900
65,2020-06-01,19.660280227661133,28.760000228881836,33.349998474121094,27.1200008392334,27.239999771118164,766088100
66,2020-07-01,22.508695602416992,32.540000915527344,33.72999954223633,29.030000686645508,29.049999237060547,525610700
67,2020-08-01,20.627206802368164,29.81999969482422,32.40999984741211,28.760000228881836,31.950000762939453,542757500
68,2020-09-01,19.13308334350586,27.65999984741211,31.90999984741211,27.1200008392334,30.600000381469727,553470300
69,2020-10-01,18.5797061920166,26.860000610351562,30.0,26.559999465942383,27.479999542236328,491980100
70,2020-11-01,22.999818801879883,33.25,34.290000915527344,26.920000076293945,27.209999084472656,518720800
71,2020-12-01,25.6422061920166,37.06999969482422,38.220001220703125,34.130001068115234,34.15999984741211,578656400
72,2021-01-01,23.827106475830078,34.189998626708984,38.81999969482422,34.029998779296875,37.68000030517578,588961200
73,2021-02-01,22.231199264526367,31.899999618530273,36.849998474121094,31.809999465942383,34.810001373291016,527437900
74,2021-03-01,23.311399459838867,33.45000076293945,34.52000045776367,30.469999313354492,32.38999938964844,909785000
75,2021-04-01,24.781864166259766,35.560001373291016,36.72999954223633,32.58000183105469,33.279998779296875,589825300
76,2021-05-01,27.11648941040039,38.90999984741211,38.9900016784668,35.09000015258789,35.65999984741211,590098400
77,2021-06-01,28.252443313598633,40.540000915527344,42.04999923706055,39.81999969482422,40.20000076293945,627611600
78,2021-07-01,26.464426040649414,37.400001525878906,40.7599983215332,37.25,40.7400016784668,500663900
79,2021-08-01,25.756818771362305,36.400001525878906,38.849998474121094,33.849998474121094,38.4900016784668,548183100
80,2021-09-01,22.735347747802734,32.130001068115234,37.029998779296875,31.719999313354492,36.38999938964844,582185900
81,2021-10-01,20.746976852416992,29.31999969482422,33.400001525878906,28.56999969482422,32.72999954223633,666462600
82,2021-11-01,20.51346778869629,28.989999771118164,31.850000381469727,28.360000610351562,29.489999771118164,550091700
83,2021-12-01,19.862470626831055,28.06999969482422,31.299999237060547,27.290000915527344,29.56999969482422,475440000
84,2022-01-01,24.06279754638672,31.6200008392334,31.75,26.469999313354492,27.549999237060547,569191400
85,2022-02-01,25.029266357421875,32.88999938964844,33.91999816894531,31.229999542236328,31.719999313354492,556231900
86,2022-03-01,28.77338409423828,37.810001373291016,38.31999969482422,31.670000076293945,32.88999938964844,619472300
87,2022-04-01,24.93794822692871,32.77000045776367,39.59000015258789,32.470001220703125,38.619998931884766,578020200
88,2022-05-01,26.825225830078125,35.25,35.91999816894531,29.899999618530273,32.2599983215332,620310400
89,2022-06-01,20.843769073486328,27.389999389648438,35.63999938964844,26.81999969482422,35.4900016784668,598603500
90,2022-07-01,23.11802864074707,29.020000457763672,29.270000457763672,25.219999313354492,26.799999237060547,444678800
91,2022-08-01,24.312965393066406,30.520000457763672,32.720001220703125,28.06999969482422,28.75,517022100
92,2022-09-01,23.603967666625977,29.6299991607666,32.31999969482422,28.309999465942383,30.600000381469727,575518900
93,2022-10-01,26.025705337524414,32.66999816894531,34.380001068115234,30.520000457763672,31.520000457763672,600413800
94,2022-11-01,25.077722549438477,31.479999542236328,34.59000015258789,28.6299991607666,32.709999084472656,746909400
95,2022-12-01,22.281572341918945,27.969999313354492,32.0,25.770000457763672,31.479999542236328,538818800
96,2023-01-01,25.97305679321289,30.34000015258789,30.600000381469727,25.739999771118164,26.709999084472656,472700200
97,2023-02-01,23.344932556152344,27.270000457763672,30.459999084472656,27.229999542236328,29.940000534057617,433690000
98,2023-03-01,23.43910026550293,27.3799991607666,28.420000076293945,25.0,27.299999237060547,652789400
99,2023-04-01,24.201000213623047,28.270000457763672,29.8700008392334,26.889999389648438,27.049999237060547,456051500
100,2023-05-01,24.671836853027344,28.81999969482422,30.440000534057617,27.200000762939453,28.209999084472656,616155100
101,2023-06-01,27.76223373413086,32.43000030517578,33.25,28.8799991607666,28.969999313354492,613784100
102,2023-07-01,29.711462020874023,33.869998931884766,34.18000030517578,30.829999923706055,32.7400016784668,463164100
103,2023-08-01,27.062253952026367,30.850000381469727,33.540000915527344,30.079999923706055,33.29999923706055,506596100
104,2023-09-01,26.904354095458984,30.670000076293945,32.70000076293945,29.68000030517578,31.56999969482422,438727800
105,2023-10-01,26.114856719970703,29.770000457763672,31.010000228881836,28.420000076293945,30.540000915527344,573045300
106,2023-11-01,29.834270477294922,34.0099983215332,34.349998474121094,29.979999542236328,30.0,476277900
107,2023-12-01,30.66762924194336,34.959999084472656,35.7400016784668,33.2599983215332,33.70000076293945,428568100
108,2024-01-01,29.901941299438477,32.91999816894531,34.880001068115234,32.11000061035156,34.70000076293945,454152300
109,2024-02-01,29.983688354492188,33.0099983215332,34.130001068115234,31.989999771118164,33.029998779296875,439791000
110,2024-03-01,29.447782516479492,32.41999816894531,33.349998474121094,31.760000228881836,33.209999084472656,377046400
111,2024-04-01,28.185216903686523,31.030000686645508,33.0,29.809999465942383,32.349998474121094,515172700
112,2024-05-01,26.886316299438477,29.600000381469727,32.75,29.43000030517578,31.100000381469727,395300200
113,2024-06-01,24.82442855834961,27.329999923706055,29.81999969482422,26.84000015258789,29.440000534057617,507899000
114,2024-07-01,26.056514739990234,27.770000457763672,29.40999984741211,26.860000610351562,27.510000228881836,443305900
115,2024-08-01,28.02693748474121,29.8700008392334,31.139999389648438,26.229999542236328,27.969999313354492,470516400
116,2024-09-01,27.67038345336914,29.489999771118164,30.530000686645508,28.850000381469727,29.860000610351562,369208800
117,2024-10-01,26.06589698791504,27.780000686645508,30.209999084472656,27.729999542236328,29.610000610351562,337878300
118,2024-11-01,23.945344924926758,25.520000457763672,28.6299991607666,25.079999923706055,27.600000381469727,455017600
119,2024-12-01,21.121068954467773,22.510000228881836,26.75,22.260000228881836,25.219999313354492,587529100
